Name,"3 potential customers in US ",Address,City,Cohort,Company Analysis,Company key,Country,Description,Duplicated,Elevator Pitch,Founder,Founding Year,Funding objective,Funding raised (euros),Industry,Last edited time,LinkedIn Profile,Linkedin Page,Logo,One Pager (pdf),P. IVA,Participants,Participants' City,Phase,Pitch Deck,Pitch Deck URL,Plan to raise capital in the US?,Program,Province,Region,"Relevant Info ",Rollup,Rollup 1,Team Size,Topic Group,Total Funding,Website,ZIP Code
Small Pixels,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,smallpixels,,"Small Pixels, a high-tech company, specializes in real-time video enhancement using generative AI. Addressing low-quality digital imagery, we cater to those valuing high-definition experiences. Our product stands out with crisper images and a reduction in bandwidth, enhancing sustainability. Our revenue comes from SW licensing and subscriptions. Since launch in July 2023, we've achieved significant traction, with 500k€ booked revenue, highlighting strong market demand for our innovative product.",No,,Fabio Clabot,,,,,"March 6, 2026 11:56 AM",,,,,,Fabio Clabot (https://www.notion.so/Fabio-Clabot-31b65d57c00980428537d2b11060aee3?pvs=21),,2-SF,"https://api.typeform.com/responses/files/9da905be550d4e2ccbb9b562e6a9586e9ebd5a01ce6e6bdc78b33f99f8541ec2/Smallpixels_Customer_Pitch_2023.pdf, https://drive.google.com/file/d/1LDgEdCYq-WyxZfVRiwV_T04iuWJ9VYeo/view?usp=sharing",,,SMEs Traction,,,,Fabio Clabot,https://www.linkedin.com/in/fabio-clabot-31548b1b/,,,,https://smallpixels.ai/,
Dymension,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,dymension,,"Dymension builds software for next-generation systems engineering.We help defense, space, and other complex hardware organizations aggregate engineering data across domains into a single, consistent system model, reducing friction, errors, and development time.Our differentiation lies in an AI-based, ontology-powered approach and our revenues will come from our software. We are currently incubated at ESA BIC Brindisi and have 4 LOI from italian companies.",No,,Pasquale Castellano,,,,,"March 6, 2026 11:25 AM",,,,,,Pasquale Castellano (https://www.notion.so/Pasquale-Castellano-31b65d57c009807abf1efc390d0ff1e8?pvs=21),,2-SF,,,,SMEs Traction,,,,Pasquale Castellano,https://www.linkedin.com/in/pasquale-castellano-833bb1214/,,,,https://dymension.systems/,
Noa Software,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,noasoftware,,"The company deals with industrial robotics , programming ,integration  (mes, erp); training and assistance  plants produced by manufacturers.Our target market is the plant manufacturer or the company producing goods, we sell programming, assistance and training services. The uniqueness lies in our training and assistance system that can be carried out in many countries around the world through an innovative use platform.The business model that comes closest is the Model without an intermediary",No,,"Marco Bellentani ,Giulio Enrico Corazza,Alessandro Molinari",,,,,"March 6, 2026 11:25 AM",,,,,,"Marco Bellentani  (https://www.notion.so/Marco-Bellentani-32c65d57c0098050a348cd0f1eff42f0?pvs=21), Giulio Enrico Corazza (https://www.notion.so/Giulio-Enrico-Corazza-31b65d57c00980b4a6d8f0755360119e?pvs=21), Alessandro Molinari (https://www.notion.so/Alessandro-Molinari-31b65d57c00980db95d5f57b14a57ed9?pvs=21)",,2-SF,,,,SMEs Traction,,,,"Marco Bellentani ,Giulio Enrico Corazza,Alessandro Molinari","https://www.linkedin.com/company/noa-software-srl/,https://www.linkedin.com/company/noa-software-srl/",,,,http://noasoftware.it,
Antarix Space srl / previously Fashion For Biodiversity srl,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,antarixspacesrl/previouslyfashionforbiodiversitysrl,,"Fashion For Biodiversity is a deep tech startup using satellite data and soil science to enable real-time environmental compliance in fashion, textiles, and beauty. Our core service, GeoBioRemediation, detects pollution and supports nature-based remediation, solving transparency gaps in global supply chains. We serve brands, tanneries, farmers, and certifiers. Revenue comes from certification and remediation services. With a \$50B TAM, we’ve secured 400+ LOIs, and ESA award finalist.",No,,,,,,,"March 6, 2026 11:23 AM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://www.fashionforbiodiversity.com,
Novac,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,novac,,"Novac is a deeptech startup developing high-performance, shapeable supercapacitors for critical applications in defense, aerospace and automotive. Thanks to proprietary materials, Novac offers compact, safe, and flexible energy storage solutions with fast power delivery and high reliability. The technology enables structural integration and extreme condition operation. Business model: B2B via direct sales and co-development. Traction includes PoCs and contracts with Leonardo , Iveco and Dallara.",No,,,,,,,"February 24, 2026 6:14 PM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://novacsupercap.com/,
Kaigos,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,kaigos,,"Kaigos is a robotics company that automates welding and palletizing for small and mid-sized factories. We solve labor shortages with AI-powered robotic cells that learn directly from human operators, no programming needed. Our revenue comes from direct sales and a RaaS model. We’ve sold 12 units and have 5 customers in the pipeline for our AI welder solution.",No,,,,,,,"February 24, 2026 6:14 PM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://www.kaigos.io,
REA Space S.r.l.,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,reaspaces.r.l.,,"REA space is a start-up specialized in design, research and development of wearable and protective tools for humans in space and on the Earth. We aim to develop innovative solutions to overcome space challenges, making human missions safer and more sophisticated, and adapting and transferring advanced space technologies to drive terrestrial. Innovation. Our revenue comes from major public and private space agencies.",No,,,,,,,"February 24, 2026 6:14 PM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://reaspace.com/,
Sab Group S.r.l.,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,sabgroups.r.l.,,"SAB Group operates through its Sabrobotix division, focused on the design and manufacturing of helicopter small UAVs. Drone production began in 2020, leveraging the group’s experience in aerospace engineering. With SAB Heli and SAB Foil, the group transfers expertise in helicopter design and carbon fiber manufacturing to UAV systems. Sabrobotix develops and sells helicopter UAV platforms for industrial applications, generating revenue through system sales, customization, and support services.",No,,,,,,,"February 24, 2026 6:15 PM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://www.sabrobotix.com/,
EYE4NIR,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,eye4nir,,"EYE4NIR is a fabless semiconductor company, which develops infrared vision sensors, thanks to a proprietary dual-use technology. Our mission is to revolutionize artificial perception and physical AI with multispectral VIS/SWIR (short-wave infrared) semiconductor sensors. Thanks to unique vision performance and price >200x less than commercial infrared sensors EYE4NIR allows a novel perception layer, detecting hidden information in sectors as automotive, aerospace, defense, and industry.",No,,,,,,,"February 24, 2026 6:14 PM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://www.eye4nir.com/,
Zephorum,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,zephorum,,"Zephorum is a death tech startup helping individuals and businesses manage digital legacy. Our legaltech solution recovers, plans, or protects online data without passwords or privacy invasion. We serve individuals, bereaved families, and industries like insurance and cybersecurity. With B2C, B2B2C, and B2B SaaS models, we've secured 200 users, 50 B deals, a VIP client, and a SaaS agreement in one year, pioneering digital afterlife management.",No,,,,,,,"February 24, 2026 6:15 PM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://webetery.zephorum.com/home,
Cognivix,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,cognivix,,"Cognivix is a deep-tech startup developing AI-powered computer vision and robotic automation solutions for industrial applications. The company enables robots to learn and replicate human actions with minimal programming, improving flexibility and efficiency in manufacturing processes.",No,,,,,,,"February 24, 2026 6:14 PM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://cognivix.com/,
Fluid Wire Robotics,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,fluidwirerobotics,,"Fluid Wire Robotics is a deep tech startup that develops electric robotic arms using proprietary ""Fluid Wire"" technology capable of operating in any harsh environment including radioactive, explosive, underwater, and space conditions. Their technology delivers high performance, safety, and reliability for nuclear, subsea, and space industries.",No,,Ivan De Leonardis,,,,,"March 13, 2026 11:52 PM",,,,,,Ivan De Leonardis (https://www.notion.so/Ivan-De-Leonardis-31b65d57c0098042b386de217269910d?pvs=21),,2-SF,,,,SMEs Traction,,,,Ivan De Leonardis,https://www.linkedin.com/in/ivan-de-leonardis/,,,,https://www.fluidwirerobotics.com/,
Mindstorm Security,,,,ACN,,mindstormsecurity,,"At the heart of MindStorm’s mission is an aspiration to transform the cyber security landscape through education that fuses solid theoretical foundations with lively and engaging practice. We are committed to providing unique, state-of-the-art kits that allow professionals to experience concepts and skills first-hand, turning learning into experience.",No,,"Giuseppe Compare,Matteo Mandolini",2024,,,Cybersecurity,"March 3, 2026 9:38 PM",https://www.linkedin.com/company/mindstormsecurity/,https://www.linkedin.com/company/mindstormsecurity/,"DB%20Companies/6.png, DB%20Companies/2.png",,,"Giuseppe Compare (https://www.notion.so/Giuseppe-Compare-31765d57c009809a8a64f663354c3888?pvs=21), Matteo Mandolini (https://www.notion.so/Matteo-Mandolini-31765d57c0098031acc2dc0d586a30a3?pvs=21)",,2-SF,,,,ACN,,,,"Giuseppe Compare,Matteo Mandolini","https://www.linkedin.com/in/giuseppe-compare-5612b645/,https://www.linkedin.com/in/matteo-mandolini-b0b040144/",,,,https://mindstormsecurity.com/,
Framework Security (accelerated by Nana Bianca),,,,ACN,,frameworksecurity(acceleratedbynanabianca),,"Framework Security is an award-winning cybersecurity firm specializing in penetration testing, AI governance, virtual CISO services, SOC 2 compliance, and full-spectrum security program development. We help organizations identify vulnerabilities, eliminate threats, and build robust security programs through a combination of expert-led assessments and automation.",No,,"Giovanni Ronconi,Antonio Montillo",2019,,,Cybersecurity,"March 4, 2026 9:40 PM",https://www.linkedin.com/company/frameworksec,https://www.linkedin.com/company/frameworksec,"DB%20Companies/Fseclogo.png, DB%20Companies/fseclogo2.png",,,"Giovanni Ronconi (https://www.notion.so/Giovanni-Ronconi-31765d57c00980f19c8ed3b56442f9a3?pvs=21), Antonio Montillo (https://www.notion.so/Antonio-Montillo-32065d57c009809c99fee11a2f04895a?pvs=21)",,2-SF,,,,ACN,,,,"Giovanni Ronconi,Antonio Montillo","https://it.linkedin.com/,https://it.linkedin.com/in/antoniomontillo",,,,https://www.f6s.com/company/framework-security#about,
Principled Intelligence,,,,ACN,,principledintelligence,,"Principle by OpenBabylon reimagines how organizations engage with the future.
We bring Fortune 10 strategic capabilities to mid-market and growth companies:  digital twins of your company, competitors, regulators and market forces, grounded in live market intelligence.",No,,"Edoardo Barba,Simone Conia",2024,,"$2,000,000",Cybersecurity,"March 3, 2026 9:38 PM",https://www.linkedin.com/company/futureprinciple,https://www.linkedin.com/company/futureprinciple,"DB%20Companies/logo_black.png, DB%20Companies/logo_white.png",,,"Edoardo Barba (https://www.notion.so/Edoardo-Barba-31765d57c00980cc8d2ae8e5e8057b8c?pvs=21), Simone Conia (https://www.notion.so/Simone-Conia-31765d57c00980c4bc0ddcbca3a2c0cd?pvs=21)",,2-SF,,,,ACN,,,,"Edoardo Barba,Simone Conia","https://www.linkedin.com/in/edoardo-barba-phd-799825127/,https://www.linkedin.com/in/simone-conia/",,,,https://principled-intelligence.com/,
Osmium Italy S.r.l.,,,,ACN,,osmiumitalys.r.l.,,"OSMIUM is a cybersecurity company with the mission of safeguarding the aerospace, defence and automotive industries' digital transformation and enabling the secure use of digitalization, connectivity, and SW-based spacecraft, aircraft and vehicles to guarantee the safety, integrity, and resilience of its customer’s missions and operations.",No,,Juan Jose Grosso,2020,,,Cybersecurity,"March 3, 2026 9:38 PM",https://www.linkedin.com/company/osmiumsolutions/,,"DB%20Companies/nm_o_txtbig_white.svg, DB%20Companies/nm_o_txtbig.png",,,Juan Jose Grosso (https://www.notion.so/Juan-Jose-Grosso-31765d57c009808dbceaf8da675340d9?pvs=21),,2-SF,,,,ACN,,,,Juan Jose Grosso,https://www.linkedin.com/in/juangrosso,,,,https://www.osmium.solutions/,
ai.esra Spa,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,ai.esraspa,,"ai.esra spa has developed a product, ESRA, which enables an objective, automated, and agentless analysis to determine cyber risk levels in real time and to recommend mitigation actions on infrastructures and systems, while also forecasting the resulting improvement in the risk index.
The go-to-market strategy is based on a partner and distributor model. The license is typically offered on an annual or three-year subscription basis. Currently, we have more than 10 active clients.


ai.esra spa,  ha realizzato un prodotto, ESRA, che consente, attraverso una analisi oggettiva, automatica e agentless, di determinare il livello di rischio cyber in tempo reale e di suggerire gli interventi di mitigazione sulle infrastrutture e sui sistemi indicandone preventivamente il miglioramento  dell’indice di rischio.Il go to market prevede un modello tramite partner e distributori. normalmente la licenza ha canone annuale o triennale. Attualmente abbiamo oltre 10 clienti attivi.",No,,"Vittorio Rametta,Federico Cornagliotto",,,,,"March 19, 2026 11:22 PM",,,,,,"Vittorio Rametta (https://www.notion.so/Vittorio-Rametta-31b65d57c0098089963dfd08ddafddb4?pvs=21), Federico Cornagliotto (https://www.notion.so/Federico-Cornagliotto-31b65d57c00980a9b5aae8cd691442ec?pvs=21)",,2-SF,"https://api.typeform.com/responses/files/ca98c893c5f6eaec162db421ad9a030dab1729b, https://drive.google.com/file/d/1DxwEb559sBSTHY9XRwy7JkCR_S4PUKds/view",,,SMEs Traction,,,,"Vittorio Rametta,Federico Cornagliotto","https://www.linkedin.com/in/vittorio-rametta-027898100/,https://www.linkedin.com/in/federico-cornagliotto-37675845/",,,,https://ai-esra.com,
